AREA_LABEL,SEX_LABEL,AGE_LABEL,URBANISATION_LABEL,COMP_BREAKDOWN_1_LABEL,COMP_BREAKDOWN_3_LABEL,TIME_PERIOD,OBS_VALUE,OBS_STATUS,OBS_STATUS_LABEL
Low & middle income,Total,15 years old and over,Total,Total,Total,2021,23.18271548,A,Normal value
Low & middle income,Total,15 years old and over,Total,Total,Education: Secondary education or more,2017,23.33294628,A,Normal value
Low & middle income,Total,15 years old and over,Total,Total,Education: Primary education or less,2017,9.049082603,A,Normal value
Low & middle income,Total,15 years old and over,Total,Total,Education: Secondary education or more,2021,37.23918251,A,Normal value
Low & middle income,Total,15 years old and over,Total,Total,Education: Primary education or less,2021,19.40858842,A,Normal value
East Asia & Pacific (excluding high income),Total,15 years old and over,Total,Total,Total,2017,28.75232128,A,Normal value
Europe & Central Asia (excluding high income),Total,15 years old and over,Total,Total,Total,2017,21.07507664,A,Normal value
Middle East & North Africa (excluding high income),Total,15 years old and over,Total,Total,Total,2017,14.5927121,A,Normal value
Sub-Saharan Africa (excluding high income),Total,15 years old and over,Total,Total,Total,2017,5.645379562,A,Normal value
East Asia & Pacific (excluding high income),Total,15 years old and over,Total,Total,Total,2021,47.76988057,A,Normal value
Europe & Central Asia (excluding high income),Total,15 years old and over,Total,Total,Total,2021,34.42220144,A,Normal value
Middle East & North Africa (excluding high income),Total,15 years old and over,Total,Total,Total,2021,11.64201499,A,Normal value
Sub-Saharan Africa (excluding high income),Total,15 years old and over,Total,Total,Total,2021,13.20739502,A,Normal value
East Asia & Pacific (excluding high income),Male,15 years old and over,Total,Total,Total,2017,30.23417383,A,Normal value
East Asia & Pacific (excluding high income),Female,15 years old and over,Total,Total,Total,2017,27.28440922,A,Normal value
Europe & Central Asia (excluding high income),Male,15 years old and over,Total,Total,Total,2017,23.34733866,A,Normal value
Europe & Central Asia (excluding high income),Female,15 years old and over,Total,Total,Total,2017,19.0353525,A,Normal value
Middle East & North Africa (excluding high income),Male,15 years old and over,Total,Total,Total,2017,16.7306762,A,Normal value
Middle East & North Africa (excluding high income),Female,15 years old and over,Total,Total,Total,2017,12.47568263,A,Normal value
Sub-Saharan Africa (excluding high income),Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Sub-Saharan Africa (excluding high income),Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
East Asia & Pacific (excluding high income),Male,15 years old and over,Total,Total,Total,2021,49.28766675,A,Normal value
East Asia & Pacific (excluding high income),Female,15 years old and over,Total,Total,Total,2021,46.14864889,A,Normal value
Europe & Central Asia (excluding high income),Male,15 years old and over,Total,Total,Total,2021,41.17048337,A,Normal value
Europe & Central Asia (excluding high income),Female,15 years old and over,Total,Total,Total,2021,28.16715235,A,Normal value
Middle East & North Africa (excluding high income),Male,15 years old and over,Total,Total,Total,2021,14.46944224,A,Normal value
Middle East & North Africa (excluding high income),Female,15 years old and over,Total,Total,Total,2021,8.759255288,A,Normal value
Sub-Saharan Africa (excluding high income),Male,15 years old and over,Total,Total,Total,2021,15.47263855,A,Normal value
Sub-Saharan Africa (excluding high income),Female,15 years old and over,Total,Total,Total,2021,11.03109587,A,Normal value
East Asia & Pacific (excluding high income),Total,15 years old and over,Total,Income Level: Richest 60%,Total,2017,37.86427661,A,Normal value
East Asia & Pacific (excluding high income),Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2017,16.25042525,A,Normal value
Europe & Central Asia (excluding high income),Total,15 years old and over,Total,Income Level: Richest 60%,Total,2017,25.33199817,A,Normal value
Europe & Central Asia (excluding high income),Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2017,14.66054275,A,Normal value
Middle East & North Africa (excluding high income),Total,15 years old and over,Total,Income Level: Richest 60%,Total,2017,16.88046487,A,Normal value
Middle East & North Africa (excluding high income),Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2017,11.14987549,A,Normal value
Sub-Saharan Africa (excluding high income),Total,15 years old and over,Total,Income Level: Richest 60%,Total,2017,,O,Missing value
Sub-Saharan Africa (excluding high income),Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2017,,O,Missing value
East Asia & Pacific (excluding high income),Total,15 years old and over,Total,Income Level: Richest 60%,Total,2021,52.75820487,A,Normal value
East Asia & Pacific (excluding high income),Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2021,40.28412963,A,Normal value
Europe & Central Asia (excluding high income),Total,15 years old and over,Total,Income Level: Richest 60%,Total,2021,40.32217269,A,Normal value
Europe & Central Asia (excluding high income),Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2021,25.5381154,A,Normal value
Middle East & North Africa (excluding high income),Total,15 years old and over,Total,Income Level: Richest 60%,Total,2021,14.33439918,A,Normal value
Middle East & North Africa (excluding high income),Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2021,7.595472403,A,Normal value
Sub-Saharan Africa (excluding high income),Total,15 years old and over,Total,Income Level: Richest 60%,Total,2021,16.5248576,A,Normal value
Sub-Saharan Africa (excluding high income),Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2021,8.213227358,A,Normal value
East Asia & Pacific (excluding high income),Total,25 years old and over,Total,Total,Total,2017,26.79779967,A,Normal value
East Asia & Pacific (excluding high income),Total,15 to 24 years old,Total,Total,Total,2017,39.07640811,A,Normal value
Europe & Central Asia (excluding high income),Total,25 years old and over,Total,Total,Total,2017,21.17729432,A,Normal value
Europe & Central Asia (excluding high income),Total,15 to 24 years old,Total,Total,Total,2017,20.67047362,A,Normal value
Middle East & North Africa (excluding high income),Total,25 years old and over,Total,Total,Total,2017,14.87629659,A,Normal value
Middle East & North Africa (excluding high income),Total,15 to 24 years old,Total,Total,Total,2017,13.83272892,A,Normal value
Sub-Saharan Africa (excluding high income),Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Sub-Saharan Africa (excluding high income),Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
East Asia & Pacific (excluding high income),Total,25 years old and over,Total,Total,Total,2021,47.57400933,A,Normal value
East Asia & Pacific (excluding high income),Total,15 to 24 years old,Total,Total,Total,2021,48.69242102,A,Normal value
Europe & Central Asia (excluding high income),Total,25 years old and over,Total,Total,Total,2021,34.09874088,A,Normal value
Europe & Central Asia (excluding high income),Total,15 to 24 years old,Total,Total,Total,2021,35.83681454,A,Normal value
Middle East & North Africa (excluding high income),Total,25 years old and over,Total,Total,Total,2021,12.42480239,A,Normal value
Middle East & North Africa (excluding high income),Total,15 to 24 years old,Total,Total,Total,2021,9.583121846,A,Normal value
Sub-Saharan Africa (excluding high income),Total,25 years old and over,Total,Total,Total,2021,14.26042698,A,Normal value
Sub-Saharan Africa (excluding high income),Total,15 to 24 years old,Total,Total,Total,2021,11.14028389,A,Normal value
East Asia & Pacific (excluding high income),Total,15 years old and over,Total,Total,Total,2017,20.29224543,A,Normal value
East Asia & Pacific (excluding high income),Total,15 years old and over,Total,Total,Total,2017,32.73962996,A,Normal value
Europe & Central Asia (excluding high income),Total,15 years old and over,Total,Total,Total,2017,11.06460991,A,Normal value
Europe & Central Asia (excluding high income),Total,15 years old and over,Total,Total,Total,2017,29.97579974,A,Normal value
Middle East & North Africa (excluding high income),Total,15 years old and over,Total,Total,Total,2017,12.85448905,A,Normal value
Middle East & North Africa (excluding high income),Total,15 years old and over,Total,Total,Total,2017,17.22412304,A,Normal value
Sub-Saharan Africa (excluding high income),Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
Sub-Saharan Africa (excluding high income),Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
East Asia & Pacific (excluding high income),Total,15 years old and over,Total,Total,Total,2021,12.64009179,A,Normal value
East Asia & Pacific (excluding high income),Total,15 years old and over,Total,Total,Total,2021,23.03126242,A,Normal value
Europe & Central Asia (excluding high income),Total,15 years old and over,Total,Total,Total,2021,23.0132329,A,Normal value
Europe & Central Asia (excluding high income),Total,15 years old and over,Total,Total,Total,2021,45.33223167,A,Normal value
Middle East & North Africa (excluding high income),Total,15 years old and over,Total,Total,Total,2021,7.632823537,A,Normal value
Middle East & North Africa (excluding high income),Total,15 years old and over,Total,Total,Total,2021,18.04082233,A,Normal value
Sub-Saharan Africa (excluding high income),Total,15 years old and over,Total,Total,Total,2021,7.888645749,A,Normal value
Sub-Saharan Africa (excluding high income),Total,15 years old and over,Total,Total,Total,2021,16.22650093,A,Normal value
East Asia & Pacific (excluding high income),Total,15 years old and over,Total,Total,Education: Secondary education or more,2017,45.1134968,A,Normal value
East Asia & Pacific (excluding high income),Total,15 years old and over,Total,Total,Education: Primary education or less,2017,17.20590443,A,Normal value
Europe & Central Asia (excluding high income),Total,15 years old and over,Total,Total,Education: Secondary education or more,2017,25.57516565,A,Normal value
Europe & Central Asia (excluding high income),Total,15 years old and over,Total,Total,Education: Primary education or less,2017,7.307606022,A,Normal value
Middle East & North Africa (excluding high income),Total,15 years old and over,Total,Total,Education: Secondary education or more,2017,19.76810933,A,Normal value
Middle East & North Africa (excluding high income),Total,15 years old and over,Total,Total,Education: Primary education or less,2017,5.720358984,A,Normal value
Sub-Saharan Africa (excluding high income),Total,15 years old and over,Total,Total,Education: Secondary education or more,2017,,O,Missing value
Sub-Saharan Africa (excluding high income),Total,15 years old and over,Total,Total,Education: Primary education or less,2017,,O,Missing value
East Asia & Pacific (excluding high income),Total,15 years old and over,Total,Total,Education: Secondary education or more,2021,54.01953156,A,Normal value
East Asia & Pacific (excluding high income),Total,15 years old and over,Total,Total,Education: Primary education or less,2021,42.14063799,A,Normal value
Europe & Central Asia (excluding high income),Total,15 years old and over,Total,Total,Education: Secondary education or more,2021,40.51868144,A,Normal value
Europe & Central Asia (excluding high income),Total,15 years old and over,Total,Total,Education: Primary education or less,2021,15.99460381,A,Normal value
Middle East & North Africa (excluding high income),Total,15 years old and over,Total,Total,Education: Secondary education or more,2021,17.57944663,A,Normal value
Middle East & North Africa (excluding high income),Total,15 years old and over,Total,Total,Education: Primary education or less,2021,4.587367865,A,Normal value
Sub-Saharan Africa (excluding high income),Total,15 years old and over,Total,Total,Education: Secondary education or more,2021,21.59451588,A,Normal value
Sub-Saharan Africa (excluding high income),Total,15 years old and over,Total,Total,Education: Primary education or less,2021,7.174831753,A,Normal value
Latin America & Caribbean (excluding high income),Total,15 years old and over,Total,Total,Total,2017,10.35011163,A,Normal value
South Asia,Total,15 years old and over,Total,Total,Total,2017,3.142679581,A,Normal value
Latin America & Caribbean (excluding high income),Total,15 years old and over,Total,Total,Total,2021,29.9024893,A,Normal value
South Asia,Total,15 years old and over,Total,Total,Total,2021,9.258254569,A,Normal value
Latin America & Caribbean (excluding high income),Male,15 years old and over,Total,Total,Total,2017,12.0461692,A,Normal value
Latin America & Caribbean (excluding high income),Female,15 years old and over,Total,Total,Total,2017,8.806791494,A,Normal value
South Asia,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
South Asia,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Latin America & Caribbean (excluding high income),Male,15 years old and over,Total,Total,Total,2021,35.42238274,A,Normal value
Latin America & Caribbean (excluding high income),Female,15 years old and over,Total,Total,Total,2021,24.4844997,A,Normal value
South Asia,Male,15 years old and over,Total,Total,Total,2021,,O,Missing value
South Asia,Female,15 years old and over,Total,Total,Total,2021,,O,Missing value
Latin America & Caribbean (excluding high income),Total,15 years old and over,Total,Income Level: Richest 60%,Total,2017,14.33098153,A,Normal value
Latin America & Caribbean (excluding high income),Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2017,4.364866826,A,Normal value
South Asia,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2017,,O,Missing value
South Asia,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2017,,O,Missing value
Latin America & Caribbean (excluding high income),Total,15 years old and over,Total,Income Level: Richest 60%,Total,2021,38.41994403,A,Normal value
Latin America & Caribbean (excluding high income),Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2021,17.07321728,A,Normal value
South Asia,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2021,,O,Missing value
South Asia,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2021,,O,Missing value
Latin America & Caribbean (excluding high income),Total,25 years old and over,Total,Total,Total,2017,10.55925204,A,Normal value
Latin America & Caribbean (excluding high income),Total,15 to 24 years old,Total,Total,Total,2017,9.726339709,A,Normal value
South Asia,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
South Asia,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Latin America & Caribbean (excluding high income),Total,25 years old and over,Total,Total,Total,2021,28.71275188,A,Normal value
Latin America & Caribbean (excluding high income),Total,15 to 24 years old,Total,Total,Total,2021,33.95145677,A,Normal value
South Asia,Total,25 years old and over,Total,Total,Total,2021,,O,Missing value
South Asia,Total,15 to 24 years old,Total,Total,Total,2021,,O,Missing value
Latin America & Caribbean (excluding high income),Total,15 years old and over,Total,Total,Total,2017,4.575926718,A,Normal value
Latin America & Caribbean (excluding high income),Total,15 years old and over,Total,Total,Total,2017,14.22436183,A,Normal value
South Asia,Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
South Asia,Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
Latin America & Caribbean (excluding high income),Total,15 years old and over,Total,Total,Total,2021,15.82265842,A,Normal value
Latin America & Caribbean (excluding high income),Total,15 years old and over,Total,Total,Total,2021,37.95433883,A,Normal value
South Asia,Total,15 years old and over,Total,Total,Total,2021,,O,Missing value
South Asia,Total,15 years old and over,Total,Total,Total,2021,,O,Missing value
Latin America & Caribbean (excluding high income),Total,15 years old and over,Total,Total,Education: Secondary education or more,2017,14.48158396,A,Normal value
Latin America & Caribbean (excluding high income),Total,15 years old and over,Total,Total,Education: Primary education or less,2017,2.546108696,A,Normal value
South Asia,Total,15 years old and over,Total,Total,Education: Secondary education or more,2017,,O,Missing value
South Asia,Total,15 years old and over,Total,Total,Education: Primary education or less,2017,,O,Missing value
Latin America & Caribbean (excluding high income),Total,15 years old and over,Total,Total,Education: Secondary education or more,2021,37.42267824,A,Normal value
Latin America & Caribbean (excluding high income),Total,15 years old and over,Total,Total,Education: Primary education or less,2021,13.23178069,A,Normal value
South Asia,Total,15 years old and over,Total,Total,Education: Secondary education or more,2021,,O,Missing value
South Asia,Total,15 years old and over,Total,Total,Education: Primary education or less,2021,,O,Missing value
Low income,Total,15 years old and over,Total,Total,Total,2017,3.04340592,A,Normal value
Lower middle income,Total,15 years old and over,Total,Total,Total,2017,5.287220067,A,Normal value
Upper middle income,Total,15 years old and over,Total,Total,Total,2017,29.27613623,A,Normal value
Low income,Total,15 years old and over,Total,Total,Total,2021,7.212779021,A,Normal value
Lower middle income,Total,15 years old and over,Total,Total,Total,2021,12.02822293,A,Normal value
Upper middle income,Total,15 years old and over,Total,Total,Total,2021,50.04510128,A,Normal value
Low income,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Low income,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Lower middle income,Male,15 years old and over,Total,Total,Total,2017,,O,Missing value
Lower middle income,Female,15 years old and over,Total,Total,Total,2017,,O,Missing value
Upper middle income,Male,15 years old and over,Total,Total,Total,2017,31.16404167,A,Normal value
Upper middle income,Female,15 years old and over,Total,Total,Total,2017,27.44575676,A,Normal value
Low income,Male,15 years old and over,Total,Total,Total,2021,,O,Missing value
Low income,Female,15 years old and over,Total,Total,Total,2021,,O,Missing value
Lower middle income,Male,15 years old and over,Total,Total,Total,2021,15.09579929,A,Normal value
Lower middle income,Female,15 years old and over,Total,Total,Total,2021,8.92560349,A,Normal value
Upper middle income,Male,15 years old and over,Total,Total,Total,2021,52.60845161,A,Normal value
Upper middle income,Female,15 years old and over,Total,Total,Total,2021,47.34392328,A,Normal value
Low income,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2017,,O,Missing value
Low income,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2017,,O,Missing value
Lower middle income,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2017,,O,Missing value
Lower middle income,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2017,,O,Missing value
Upper middle income,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2017,38.03304866,A,Normal value
Upper middle income,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2017,17.07815459,A,Normal value
Low income,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2021,,O,Missing value
Low income,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2021,,O,Missing value
Lower middle income,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2021,15.53648853,A,Normal value
Lower middle income,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2021,6.75035751,A,Normal value
Upper middle income,Total,15 years old and over,Total,Income Level: Richest 60%,Total,2021,56.14676883,A,Normal value
Upper middle income,Total,15 years old and over,Total,Income Level: Poorest 40%,Total,2021,40.8844477,A,Normal value
Low income,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Low income,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Lower middle income,Total,25 years old and over,Total,Total,Total,2017,,O,Missing value
Lower middle income,Total,15 to 24 years old,Total,Total,Total,2017,,O,Missing value
Upper middle income,Total,25 years old and over,Total,Total,Total,2017,27.59743732,A,Normal value
Upper middle income,Total,15 to 24 years old,Total,Total,Total,2017,37.58807183,A,Normal value
Low income,Total,25 years old and over,Total,Total,Total,2021,,O,Missing value
Low income,Total,15 to 24 years old,Total,Total,Total,2021,,O,Missing value
Lower middle income,Total,25 years old and over,Total,Total,Total,2021,12.10650247,A,Normal value
Lower middle income,Total,15 to 24 years old,Total,Total,Total,2021,11.81947489,A,Normal value
Upper middle income,Total,25 years old and over,Total,Total,Total,2021,49.55875252,A,Normal value
Upper middle income,Total,15 to 24 years old,Total,Total,Total,2021,52.29944649,A,Normal value
Low income,Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
Low income,Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
Lower middle income,Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
Lower middle income,Total,15 years old and over,Total,Total,Total,2017,,O,Missing value
Upper middle income,Total,15 years old and over,Total,Total,Total,2017,18.96688773,A,Normal value
Upper middle income,Total,15 years old and over,Total,Total,Total,2017,34.90267874,A,Normal value
Low income,Total,15 years old and over,Total,Total,Total,2021,,O,Missing value
Low income,Total,15 years old and over,Total,Total,Total,2021,,O,Missing value
Lower middle income,Total,15 years old and over,Total,Total,Total,2021,7.616110357,A,Normal value
Lower middle income,Total,15 years old and over,Total,Total,Total,2021,16.38008667,A,Normal value
Upper middle income,Total,15 years old and over,Total,Total,Total,2021,23.11817972,A,Normal value
Upper middle income,Total,15 years old and over,Total,Total,Total,2021,44.8135211,A,Normal value
Low income,Total,15 years old and over,Total,Total,Education: Secondary education or more,2017,,O,Missing value
Low income,Total,15 years old and over,Total,Total,Education: Primary education or less,2017,,O,Missing value
Lower middle income,Total,15 years old and over,Total,Total,Education: Secondary education or more,2017,,O,Missing value
Lower middle income,Total,15 years old and over,Total,Total,Education: Primary education or less,2017,,O,Missing value
Upper middle income,Total,15 years old and over,Total,Total,Education: Secondary education or more,2017,41.51645791,A,Normal value
Upper middle income,Total,15 years old and over,Total,Total,Education: Primary education or less,2017,17.5450503,A,Normal value
Low income,Total,15 years old and over,Total,Total,Education: Secondary education or more,2021,,O,Missing value
Low income,Total,15 years old and over,Total,Total,Education: Primary education or less,2021,,O,Missing value
Lower middle income,Total,15 years old and over,Total,Total,Education: Secondary education or more,2021,20.58863965,A,Normal value
Lower middle income,Total,15 years old and over,Total,Total,Education: Primary education or less,2021,5.138006394,A,Normal value
Upper middle income,Total,15 years old and over,Total,Total,Education: Secondary education or more,2021,55.89475996,A,Normal value
Upper middle income,Total,15 years old and over,Total,Total,Education: Primary education or less,2021,43.31717969,A,Normal value
Albania,Total,15 years old and over,Total,Total,Total,2024,5.364909826,A,Normal value
Algeria,Total,15 years old and over,Total,Total,Total,2024,3.466287643,A,Normal value
Argentina,Total,15 years old and over,Total,Total,Total,2024,43.91738905,A,Normal value
Armenia,Total,15 years old and over,Total,Total,Total,2024,19.84468812,A,Normal value
Australia,Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
Austria,Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
Azerbaijan,Total,15 years old and over,Total,Total,Total,2024,26.14846938,A,Normal value
Bahrain,Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
Bangladesh,Total,15 years old and over,Total,Total,Total,2024,6.560801478,A,Normal value
Belgium,Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
Belize,Total,15 years old and over,Total,Total,Total,2024,18.06872641,A,Normal value
Benin,Total,15 years old and over,Total,Total,Total,2024,8.387809859,A,Normal value
Bolivia,Total,15 years old and over,Total,Total,Total,2024,14.74777615,A,Normal value
Bosnia and Herzegovina,Total,15 years old and over,Total,Total,Total,2024,17.57690203,A,Normal value
Botswana,Total,15 years old and over,Total,Total,Total,2024,21.76853015,A,Normal value
Brazil,Total,15 years old and over,Total,Total,Total,2024,54.7830275,A,Normal value
Bulgaria,Total,15 years old and over,Total,Total,Total,2024,26.17087344,A,Normal value
Burkina Faso,Total,15 years old and over,Total,Total,Total,2024,14.03822995,A,Normal value
Cambodia,Total,15 years old and over,Total,Total,Total,2024,13.18206155,A,Normal value
Cameroon,Total,15 years old and over,Total,Total,Total,2024,16.22514304,A,Normal value
Canada,Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
Chad,Total,15 years old and over,Total,Total,Total,2024,3.831560072,A,Normal value
Chile,Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
China,Total,15 years old and over,Total,Total,Total,2024,74.29320317,A,Normal value
Colombia,Total,15 years old and over,Total,Total,Total,2024,18.94726034,A,Normal value
Comoros,Total,15 years old and over,Total,Total,Total,2024,4.687388814,A,Normal value
"Congo, Dem. Rep.",Total,15 years old and over,Total,Total,Total,2024,3.912095277,A,Normal value
"Congo, Rep.",Total,15 years old and over,Total,Total,Total,2024,5.932248836,A,Normal value
Costa Rica,Total,15 years old and over,Total,Total,Total,2024,35.85257002,A,Normal value
Cote d'Ivoire,Total,15 years old and over,Total,Total,Total,2024,25.59911403,A,Normal value
Croatia,Total,15 years old and over,Total,Total,Total,2024,51.02416228,A,Normal value
Cyprus,Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
Czechia,Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
Denmark,Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
Dominican Republic,Total,15 years old and over,Total,Total,Total,2024,20.30409875,A,Normal value
Ecuador,Total,15 years old and over,Total,Total,Total,2024,19.5974021,A,Normal value
"Egypt, Arab Rep.",Total,15 years old and over,Total,Total,Total,2024,2.786472899,A,Normal value
El Salvador,Total,15 years old and over,Total,Total,Total,2024,7.917575999,A,Normal value
Estonia,Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
Eswatini,Total,15 years old and over,Total,Total,Total,2024,35.71368119,A,Normal value
Ethiopia,Total,15 years old and over,Total,Total,Total,2024,6.818468686,A,Normal value
Finland,Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
France,Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
Gabon,Total,15 years old and over,Total,Total,Total,2024,38.23258101,A,Normal value
"Gambia, The",Total,15 years old and over,Total,Total,Total,2024,6.121479278,A,Normal value
Georgia,Total,15 years old and over,Total,Total,Total,2024,34.03110247,A,Normal value
Germany,Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
Ghana,Total,15 years old and over,Total,Total,Total,2024,14.51383186,A,Normal value
Greece,Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
Guatemala,Total,15 years old and over,Total,Total,Total,2024,4.948358869,A,Normal value
Guinea,Total,15 years old and over,Total,Total,Total,2024,5.498460547,A,Normal value
Honduras,Total,15 years old and over,Total,Total,Total,2024,5.773432738,A,Normal value
"Hong Kong SAR, China",Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
Hungary,Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
Iceland,Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
India,Total,15 years old and over,Total,Total,Total,2024,15.16841588,A,Normal value
Indonesia,Total,15 years old and over,Total,Total,Total,2024,11.63757598,A,Normal value
"Iran, Islamic Rep.",Total,15 years old and over,Total,Total,Total,2024,40.61360843,A,Normal value
Iraq,Total,15 years old and over,Total,Total,Total,2024,6.441524972,A,Normal value
Ireland,Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
Israel,Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
Italy,Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
Japan,Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
Jordan,Total,15 years old and over,Total,Total,Total,2024,15.79172131,A,Normal value
Kazakhstan,Total,15 years old and over,Total,Total,Total,2024,51.04677313,A,Normal value
Kenya,Total,15 years old and over,Total,Total,Total,2024,55.00784454,A,Normal value
"Korea, Rep.",Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
Kosovo,Total,15 years old and over,Total,Total,Total,2024,5.318988368,A,Normal value
Kuwait,Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
Kyrgyz Republic,Total,15 years old and over,Total,Total,Total,2024,35.38315438,A,Normal value
Lao PDR,Total,15 years old and over,Total,Total,Total,2024,10.72280353,A,Normal value
Latvia,Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
Lebanon,Total,15 years old and over,Total,Total,Total,2024,1.813045711,A,Normal value
Lesotho,Total,15 years old and over,Total,Total,Total,2024,19.64363302,A,Normal value
Liberia,Total,15 years old and over,Total,Total,Total,2024,5.9001341,A,Normal value
Libya,Total,15 years old and over,Total,Total,Total,2024,10.66381609,A,Normal value
Lithuania,Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
Madagascar,Total,15 years old and over,Total,Total,Total,2024,3.072654917,A,Normal value
Malawi,Total,15 years old and over,Total,Total,Total,2024,11.04334588,A,Normal value
Malaysia,Total,15 years old and over,Total,Total,Total,2024,37.10364652,A,Normal value
Mali,Total,15 years old and over,Total,Total,Total,2024,9.89968829,A,Normal value
Malta,Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
Mauritania,Total,15 years old and over,Total,Total,Total,2024,10.13793241,A,Normal value
Mauritius,Total,15 years old and over,Total,Total,Total,2024,23.19571064,A,Normal value
Mexico,Total,15 years old and over,Total,Total,Total,2024,17.37431971,A,Normal value
Moldova,Total,15 years old and over,Total,Total,Total,2024,23.19864626,A,Normal value
Mongolia,Total,15 years old and over,Total,Total,Total,2024,55.42471096,A,Normal value
Montenegro,Total,15 years old and over,Total,Total,Total,2024,18.82207422,A,Normal value
Morocco,Total,15 years old and over,Total,Total,Total,2024,6.64814714,A,Normal value
Mozambique,Total,15 years old and over,Total,Total,Total,2024,15.02332652,A,Normal value
Namibia,Total,15 years old and over,Total,Total,Total,2024,17.287143,A,Normal value
Nepal,Total,15 years old and over,Total,Total,Total,2024,7.984764327,A,Normal value
Netherlands,Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
New Zealand,Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
Nicaragua,Total,15 years old and over,Total,Total,Total,2024,4.007247754,A,Normal value
Niger,Total,15 years old and over,Total,Total,Total,2024,4.269961183,A,Normal value
Nigeria,Total,15 years old and over,Total,Total,Total,2024,13.49029734,A,Normal value
North Macedonia,Total,15 years old and over,Total,Total,Total,2024,27.35399433,A,Normal value
Norway,Total,15 years old and over,Total,Total,Total,2024,,O,Missing value
Oman,Total,15 years old and over,Total,Total,Total,2024,27.85223096,A,Normal value
Pakistan,Total,15 years old and over,Total,Total,Total,2024,9.765922926,A,Normal value
Panama,Total,15 years old and over,Total,Total,Total,2024,25.59270196,A,Normal value
